id,document_id,page_id,kind,storage_path,mime_type,byte_size,width,height,checksum
53a98a0d-6d55-545a-9ed4-e49f11a46f20,cd7298eb-bfb7-5421-ae16-f27d2ee07fc7,,supplementary_file,documents/cd7298eb-bfb7-5421-ae16-f27d2ee07fc7/images/mead-lsd-memo/05-mead-image-4.jpg,image/jpeg,323591,1466,1086,33ec32a966a8c5ce8ad56d3c501fa038bd92bd9222f4fe518160edd9f6c19144
379abd9c-6c5b-5f09-9ae4-b722f2ddadce,12f1e602-bc11-5861-9424-61766b55fc2d,,cover_image,documents/12f1e602-bc11-5861-9424-61766b55fc2d/images/veigl-ayahuasca-jyhs5-m8ty7/01-image-18-19-hasheesh-eater.jpg,image/jpeg,349987,1552,1266,2b4055332f509aa289e98535e1cda8cd74a30aacd92d091df6de528f4359a3a6
a990d288-605b-5c69-aba9-5fe6fd15c0aa,12f1e602-bc11-5861-9424-61766b55fc2d,,supplementary_file,documents/12f1e602-bc11-5861-9424-61766b55fc2d/images/veigl-ayahuasca-jyhs5-m8ty7/02-Fitz_Hugh_Ludlow.jpg,image/jpeg,88344,810,574,95292becd0e27bbb692465b969d4206658b2c1da2e685d406474bd17f2f12109
77ff96ca-2bef-53f0-a7b6-6e93594225d1,8476ce01-41ea-54f8-8c40-2a0ba194f8a4,,cover_image,documents/8476ce01-41ea-54f8-8c40-2a0ba194f8a4/images/leary1969/01-1920px-TimothyLeary-LectureTour-SUNYAB-1969.jpg,image/jpeg,285046,1662,987,f3ad738c4963677bfd749b81f5ce0299cb1c29e0d3be20ebbb60e4366928f3f9
9b12e47d-d2e5-563b-a1a9-443be79482c2,2e05bf1b-3ea1-5d99-bbfb-2b610809ad4c,,cover_image,documents/2e05bf1b-3ea1-5d99-bbfb-2b610809ad4c/images/veigl-ayahuasca/01-content-2.jpeg,image/jpeg,109389,512,786,71cf977a8f2981b36e278a4b33564b5ddcced178a508798a5cddd8e85c33e1a8
86859073-03f2-5c87-a223-775a570105d2,2e05bf1b-3ea1-5d99-bbfb-2b610809ad4c,,supplementary_file,documents/2e05bf1b-3ea1-5d99-bbfb-2b610809ad4c/images/veigl-ayahuasca/02-content.jpeg,image/jpeg,119443,500,865,a6c976ce4edcf3e968e6322c316e2bfcbeae370c96e5ad7f2124764cf8ab4689
8c1b4085-4438-5462-98de-f4b8274ee7ac,403a35d7-213f-5012-9152-5fdb41d134db,,cover_image,documents/403a35d7-213f-5012-9152-5fdb41d134db/images/veigl-ayahuasca-jyhs5/01-content.png,image/png,145789,467,729,b47b945c7c703529d0e99169d53eb350f0c4ae570d6289dc6b8e934921b6245a
531db17d-8ea5-556d-a1fd-f319632bfe15,403a35d7-213f-5012-9152-5fdb41d134db,,supplementary_file,documents/403a35d7-213f-5012-9152-5fdb41d134db/images/veigl-ayahuasca-jyhs5/02-content-2.png,image/png,127558,452,821,c9db5df9bb8f3adeee068b20af15cfcdfceab6fc42e97cacf191cd29a1292ec4
2cbac66e-61a3-55d0-9b4e-a0279e7e127c,403a35d7-213f-5012-9152-5fdb41d134db,,supplementary_file,documents/403a35d7-213f-5012-9152-5fdb41d134db/images/veigl-ayahuasca-jyhs5/03-Houghton_MS_Am_1092_-1185-_-_William_James_in_Brazil-_1865.jpg,image/jpeg,185721,1053,762,fc2074dea583835a735417c640f6360bac09d284f78ef70a1f3f04f6fed82dff
a59595b4-5786-522f-968b-6190598c62c7,7da50bb7-30d3-5c0d-9e70-4d7b516e0266,,cover_image,documents/7da50bb7-30d3-5c0d-9e70-4d7b516e0266/images/lettherebelight/01-let-there-be-light-1945.jpg,image/jpeg,162334,2130,1424,78992eb1e45e2f8b783793264eeb048d42836e846baaba9380e33de35eb274b9
c6851f1a-f781-5c12-a143-f71f24691182,7da50bb7-30d3-5c0d-9e70-4d7b516e0266,,supplementary_file,documents/7da50bb7-30d3-5c0d-9e70-4d7b516e0266/images/lettherebelight/02-let-there-be-light-1945-2.jpg,image/jpeg,119855,2012,1410,b4a57d836d9ffaf857be944a5736b5b415d7d5c98fb4ae96a3f806dc4fdc6207
7070e850-4fed-5af9-bff2-01167425c432,7da50bb7-30d3-5c0d-9e70-4d7b516e0266,,supplementary_file,documents/7da50bb7-30d3-5c0d-9e70-4d7b516e0266/images/lettherebelight/03-let-there-be-light-1945-3.jpg,image/jpeg,224315,2134,1498,a7d417d0f140724f75bd2a89c42b4ec993bb97b18d23dd9c5387d56ab619a668
919fbc4e-4f87-566a-b2d9-40e0c6bbd472,7da50bb7-30d3-5c0d-9e70-4d7b516e0266,,supplementary_file,documents/7da50bb7-30d3-5c0d-9e70-4d7b516e0266/images/lettherebelight/04-let-there-be-light-1945-4.jpg,image/jpeg,193414,2142,1456,10ff476b172ed3f49a3c044bb2b225a1c2ec211335c1f0af785a8d9f457f6b27
3450b8db-6f45-5c44-bfcb-35cc3982d562,0435259b-5ae7-514a-857f-fa8dcf61750e,,cover_image,documents/0435259b-5ae7-514a-857f-fa8dcf61750e/images/psychoanalysis1957/01-title-page-alvarez-de-toledo-1957.jpg,image/jpeg,192810,1990,1518,bb6480ce73485b51ff4c1a418cf83039119ed5ce469b736bdac272526c745cf8
6a42bc4a-ee4f-5b38-9724-fb29c4524550,61c2013e-cbfc-5dba-9b71-b077742623a4,,cover_image,documents/61c2013e-cbfc-5dba-9b71-b077742623a4/images/drugfilledchalice/01-Maureen-Thompson-22In-a-Drug-Filled-Chalice-Total-Love-22-boundless-1962-newspaper.jpg,image/jpeg,494132,2048,1045,66105f8b3217e4c0cfc392d690c062958a9e8b47fab8367956d0700cf8a60b89
5b9a5afc-9820-5380-8f6d-aca7424e9ae0,7843f7c0-1785-57ea-ac90-1f1ba8f00b1d,,cover_image,documents/7843f7c0-1785-57ea-ac90-1f1ba8f00b1d/images/1966-sidney-cohens-ucla-speech-on-psychedelics-59kzr/01-IMG_7541.jpeg,image/jpeg,244102,960,1280,7d4de0b668f58131dc996a3c932a80e7fce0e8e7b05e0a06bb275d6587586755
f11be5bd-e8f1-5e99-a474-4139397b1450,3e425691-e199-5a07-8199-71466a4cda19,,cover_image,documents/3e425691-e199-5a07-8199-71466a4cda19/images/blog-post-title-one-t2tym/01-lilly-dolphin-orlando-sentinel-snippet.jpg,image/jpeg,62179,535,484,f311e1cff6296839a6a3c06b2bb466e6079e749faea5412a14beed9ba6718aab
